Transaction_ID,Customer_ID,Transaction_Type,Amount_Spent,Frequency,Payment_Method,Merchant_Category,Location
772,40,Public Transport,432.2757906509865,8,Net Banking,Retail Store,Urban
773,326,Electricity,1332.361052697133,21,Debit Card,Supermarket,Rural
774,282,Ride Sharing,39.17084062408486,26,Debit Card,Local Vendors,Rural
775,61,Hotel Stay,848.3168385652763,16,Cash,Online Marketplace,Urban
776,413,Ride Sharing,145.69407977281594,14,Debit Card,Retail Store,Suburban
777,389,Online Shopping,156.92158541192805,18,UPI,Fuel Station,Urban
778,214,Public Transport,1721.0120901575642,19,Cash,Online Marketplace,Urban
779,419,Electricity,57.74054621591235,20,Net Banking,Retail Store,Urban
780,138,Public Transport,784.1876266842402,9,Credit Card,Luxury Goods,Rural
781,132,Flights,858.0916514710524,3,Cash,Luxury Goods,Rural
782,370,Flights,379.53420684440863,12,Cash,Local Vendors,Suburban
783,215,Dining,1051.893104026352,4,Debit Card,Local Vendors,Suburban
784,191,Dining,1837.8880986178688,20,Credit Card,Luxury Goods,Suburban
785,159,Fuel,1374.0262320866902,7,Net Banking,Supermarket,Suburban
786,404,Dining,1268.5477116865516,18,Cash,Local Vendors,Urban
787,222,Hotel Stay,733.4766504305984,4,Credit Card,Online Marketplace,Rural
788,347,Hotel Stay,1169.7714234565794,20,UPI,Fuel Station,Urban
789,288,Fuel,335.293394657221,22,UPI,Supermarket,Urban
790,491,Ride Sharing,1539.0724237825827,5,Debit Card,Luxury Goods,Rural
791,65,Public Transport,130.01913514154376,16,Credit Card,Luxury Goods,Suburban
792,445,Fuel,93.61159722671432,4,Debit Card,Local Vendors,Urban
793,245,Fuel,549.5150724760232,22,Credit Card,Online Marketplace,Urban
794,235,Groceries,221.61451258351315,19,Cash,Local Vendors,Rural
795,256,Dining,1983.4020033732486,3,Debit Card,Luxury Goods,Urban
796,62,Ride Sharing,1320.3121138463837,14,UPI,Supermarket,Suburban
797,271,Groceries,624.9355996447147,7,Credit Card,Local Vendors,Rural
798,365,Electricity,44.60102624457002,3,Credit Card,Retail Store,Rural
799,443,Flights,1040.3030689279906,10,Cash,Luxury Goods,Suburban
800,140,Flights,324.1759979625583,6,UPI,Retail Store,Rural
801,295,Public Transport,847.8923106486077,20,UPI,Luxury Goods,Rural
802,139,Flights,267.46805262214826,20,Cash,Local Vendors,Urban
803,201,Dining,1966.5069470135293,12,Debit Card,Retail Store,Suburban
804,100,Online Shopping,1211.0608882921265,29,UPI,Luxury Goods,Urban
805,359,Public Transport,1640.5347703567477,28,UPI,Retail Store,Rural
806,416,Fuel,1913.5342411773684,7,Debit Card,Retail Store,Suburban
807,308,Flights,1824.271852116557,27,Debit Card,Luxury Goods,Rural
808,340,Ride Sharing,259.9452431406005,6,Credit Card,Luxury Goods,Urban
809,467,Dining,1167.723662741917,18,UPI,Local Vendors,Urban
810,462,Public Transport,1677.62743815171,21,Credit Card,Supermarket,Urban
811,36,Dining,318.5737237202998,22,Cash,Fuel Station,Suburban
812,411,Public Transport,858.1008788923117,22,Net Banking,Fuel Station,Urban
813,312,Fuel,657.8040107638594,13,Cash,Retail Store,Suburban
814,482,Groceries,145.0696519001144,24,Debit Card,Online Marketplace,Suburban
815,312,Flights,457.41375958811386,9,Cash,Luxury Goods,Rural
816,437,Electricity,177.8825653335321,15,Debit Card,Local Vendors,Urban
817,470,Public Transport,94.76661369893256,16,Debit Card,Online Marketplace,Suburban
818,199,Fuel,1217.4304057461554,15,UPI,Local Vendors,Rural
819,455,Flights,557.9335691996495,17,Credit Card,Fuel Station,Suburban
820,348,Fuel,578.0438237413126,23,Credit Card,Online Marketplace,Suburban
821,156,Fuel,232.46189476498495,11,Debit Card,Supermarket,Rural
822,489,Public Transport,987.7182619010323,17,Net Banking,Online Marketplace,Rural
823,360,Electricity,1820.5511730945814,9,Debit Card,Local Vendors,Rural
824,254,Online Shopping,610.6711850767364,3,UPI,Local Vendors,Suburban
825,354,Flights,920.106693543701,13,Credit Card,Local Vendors,Urban
826,393,Flights,1189.892165671708,20,UPI,Online Marketplace,Urban
827,116,Hotel Stay,72.68734197150145,2,Credit Card,Retail Store,Suburban
828,200,Ride Sharing,587.1667529283752,21,UPI,Supermarket,Suburban
829,497,Electricity,594.0054850790088,25,Net Banking,Retail Store,Urban
830,368,Flights,919.3385503842368,2,Credit Card,Online Marketplace,Rural
831,230,Public Transport,1994.5894577880997,6,UPI,Retail Store,Suburban
832,351,Public Transport,938.2765404125262,17,Debit Card,Supermarket,Suburban
833,156,Online Shopping,1231.3378409868376,11,Cash,Retail Store,Suburban
834,5,Online Shopping,1497.5977727957675,22,Credit Card,Luxury Goods,Rural
835,302,Flights,21.082213924256493,11,Debit Card,Fuel Station,Urban
836,63,Flights,1155.2715744129614,21,Debit Card,Luxury Goods,Urban
837,209,Flights,1194.635678947874,13,UPI,Local Vendors,Rural
838,22,Public Transport,61.608020865809614,23,Debit Card,Retail Store,Suburban
839,278,Public Transport,1618.2283905390366,25,Net Banking,Local Vendors,Suburban
840,207,Flights,465.3601019882938,1,Debit Card,Online Marketplace,Suburban
841,398,Online Shopping,1600.3466010525717,1,Debit Card,Local Vendors,Urban
842,73,Fuel,1272.773784282402,21,Net Banking,Luxury Goods,Suburban
843,41,Electricity,83.57256219753705,1,UPI,Online Marketplace,Suburban
844,417,Public Transport,889.987092195509,16,Debit Card,Fuel Station,Urban
845,3,Ride Sharing,18.95304046809629,17,Cash,Local Vendors,Suburban
846,281,Electricity,333.25613877787987,3,Debit Card,Online Marketplace,Rural
847,115,Dining,1376.6341540116882,18,UPI,Online Marketplace,Suburban
848,33,Online Shopping,298.8347366597033,12,Debit Card,Luxury Goods,Urban
849,52,Electricity,1098.8798664076653,16,Cash,Retail Store,Urban
850,94,Electricity,1780.7564764380704,2,Credit Card,Luxury Goods,Rural
851,187,Groceries,1141.6412402588874,10,Credit Card,Online Marketplace,Suburban
852,99,Flights,949.0095732514682,17,Net Banking,Online Marketplace,Rural
853,427,Public Transport,1882.7908086578707,13,Net Banking,Online Marketplace,Urban
854,299,Dining,1958.6696059179963,14,Net Banking,Online Marketplace,Suburban
855,378,Hotel Stay,1654.1701018777874,2,Credit Card,Supermarket,Urban
856,212,Dining,953.0145879876831,8,UPI,Luxury Goods,Urban
857,219,Hotel Stay,260.928729030603,11,Cash,Supermarket,Urban
858,451,Groceries,1585.663680271776,29,Net Banking,Retail Store,Urban
859,79,Groceries,171.19338386871988,6,Debit Card,Retail Store,Suburban
860,9,Electricity,390.89060177276207,12,Cash,Luxury Goods,Suburban
861,136,Dining,1537.6829248868073,3,Cash,Fuel Station,Suburban
862,249,Fuel,1672.3096662621833,27,Cash,Luxury Goods,Suburban
863,294,Dining,897.3243113436109,23,UPI,Supermarket,Urban
864,194,Electricity,898.8502384102347,25,Credit Card,Online Marketplace,Rural
865,228,Fuel,1525.6059076571134,8,UPI,Online Marketplace,Suburban
866,464,Fuel,221.90302090003246,9,Credit Card,Fuel Station,Urban
867,179,Public Transport,1402.0272697043617,7,Cash,Online Marketplace,Urban
868,191,Fuel,753.2733981782746,10,Cash,Fuel Station,Rural
869,406,Ride Sharing,501.6164853452193,9,Credit Card,Supermarket,Rural
870,472,Online Shopping,201.33560207183123,25,Net Banking,Online Marketplace,Urban
871,309,Online Shopping,825.9382298714644,25,Cash,Fuel Station,Urban
872,394,Flights,537.9618616976848,3,UPI,Luxury Goods,Suburban
873,171,Hotel Stay,1007.2803988054183,9,UPI,Online Marketplace,Suburban
874,191,Public Transport,140.84738878962764,16,Debit Card,Fuel Station,Rural
875,113,Online Shopping,1947.4372859889695,21,Credit Card,Retail Store,Rural
876,389,Electricity,276.83952858380917,17,Net Banking,Local Vendors,Rural
877,72,Hotel Stay,1518.399506375533,15,UPI,Supermarket,Urban
878,288,Online Shopping,433.6065009524926,1,UPI,Supermarket,Rural
879,442,Public Transport,1038.3413703831086,8,Cash,Online Marketplace,Rural
880,329,Flights,1294.8895851253528,12,Credit Card,Fuel Station,Urban
881,388,Ride Sharing,963.5574319510428,28,Net Banking,Local Vendors,Urban
882,202,Electricity,1667.777476876746,6,UPI,Supermarket,Urban
883,495,Ride Sharing,620.0318145068578,24,Debit Card,Luxury Goods,Suburban
884,256,Public Transport,690.0033634458431,6,Credit Card,Local Vendors,Suburban
885,37,Dining,1884.674298489085,8,Debit Card,Retail Store,Urban
886,458,Ride Sharing,504.11522306118866,28,Credit Card,Fuel Station,Suburban
887,350,Fuel,175.7150860471409,18,Credit Card,Luxury Goods,Suburban
888,291,Flights,1057.185155251462,27,Credit Card,Online Marketplace,Rural
889,120,Hotel Stay,1321.2690105366844,12,UPI,Local Vendors,Urban
890,433,Flights,993.9415169312,10,Credit Card,Online Marketplace,Suburban
891,151,Online Shopping,1980.5667151096418,1,Net Banking,Online Marketplace,Urban
892,293,Ride Sharing,775.4293408389215,24,UPI,Luxury Goods,Urban
893,68,Public Transport,1056.0789628893892,4,Debit Card,Retail Store,Rural
894,85,Hotel Stay,719.1587594966941,7,UPI,Retail Store,Suburban
895,329,Groceries,1720.9268039823112,14,Net Banking,Online Marketplace,Rural
896,384,Online Shopping,1892.7291556445512,11,Net Banking,Luxury Goods,Rural
897,87,Groceries,958.6159742465239,12,Credit Card,Local Vendors,Suburban
898,314,Electricity,256.1085881979069,17,Net Banking,Fuel Station,Suburban
899,432,Flights,760.5407050483916,26,Debit Card,Luxury Goods,Urban
900,137,Flights,1103.499907217921,26,UPI,Online Marketplace,Rural
901,483,Electricity,179.57674719527245,22,Debit Card,Online Marketplace,Suburban
902,61,Ride Sharing,1858.1947071589873,12,Net Banking,Supermarket,Urban
903,444,Ride Sharing,670.0925409138828,11,Debit Card,Retail Store,Urban
904,472,Fuel,1076.3676851156965,11,UPI,Luxury Goods,Urban
905,254,Dining,392.9366512177297,25,Cash,Supermarket,Rural
906,319,Groceries,1144.430541590879,7,Credit Card,Luxury Goods,Rural
907,332,Fuel,680.76539853698,24,Cash,Supermarket,Urban
908,123,Dining,680.6422197714519,7,Cash,Local Vendors,Suburban
909,196,Fuel,364.22457351350266,22,Net Banking,Fuel Station,Rural
910,100,Ride Sharing,1782.3034446009435,17,Cash,Online Marketplace,Urban
911,382,Flights,1131.3505560929561,6,Cash,Luxury Goods,Rural
912,139,Dining,592.3815026917944,5,Cash,Luxury Goods,Urban
913,438,Electricity,33.32056364244455,16,Cash,Luxury Goods,Rural
914,88,Online Shopping,209.88291943739057,27,Debit Card,Fuel Station,Rural
915,129,Ride Sharing,228.05100583531114,2,Debit Card,Luxury Goods,Rural
916,147,Fuel,1422.3207365112269,15,UPI,Fuel Station,Rural
917,423,Ride Sharing,1040.9949485576917,9,Cash,Luxury Goods,Suburban
918,288,Flights,1918.3779468340545,10,Cash,Fuel Station,Rural
919,216,Electricity,1251.5349950754783,11,Net Banking,Supermarket,Suburban
920,334,Online Shopping,1213.3299958454497,14,Cash,Luxury Goods,Rural
921,363,Online Shopping,481.99136956041343,21,UPI,Luxury Goods,Suburban
922,487,Flights,510.3024331881265,18,Cash,Retail Store,Suburban
923,292,Fuel,1730.2768972485906,14,Credit Card,Online Marketplace,Rural
924,248,Ride Sharing,1681.5237162290919,25,Debit Card,Luxury Goods,Suburban
925,100,Dining,469.334057764919,7,Net Banking,Retail Store,Urban
926,113,Fuel,1541.4667788540635,24,Credit Card,Local Vendors,Rural
927,220,Groceries,1964.0198778357908,25,Credit Card,Supermarket,Suburban
928,470,Hotel Stay,135.70706825940084,29,Cash,Online Marketplace,Urban
929,377,Ride Sharing,1538.251322254213,13,Cash,Local Vendors,Urban
930,221,Hotel Stay,1550.3553106213806,20,Cash,Retail Store,Rural
931,25,Electricity,332.4249629998278,17,UPI,Retail Store,Urban
932,338,Hotel Stay,485.90589533571597,17,Credit Card,Online Marketplace,Rural
933,13,Ride Sharing,1027.442679377901,10,UPI,Local Vendors,Rural
934,345,Online Shopping,621.8671864073527,24,Net Banking,Fuel Station,Rural
935,86,Ride Sharing,1779.3073706281823,24,Credit Card,Fuel Station,Rural
936,28,Electricity,582.4407007581201,16,Debit Card,Local Vendors,Urban
937,352,Fuel,1224.9231781017143,15,UPI,Online Marketplace,Rural
938,123,Groceries,1127.2199828747355,14,Credit Card,Retail Store,Urban
939,127,Dining,995.9777956905258,22,Cash,Fuel Station,Urban
940,478,Fuel,1159.784408544749,17,Credit Card,Local Vendors,Urban
941,441,Groceries,618.2767949547942,2,Net Banking,Supermarket,Rural
942,449,Dining,834.926598471012,15,UPI,Retail Store,Urban
943,325,Hotel Stay,139.11930850878733,28,UPI,Local Vendors,Suburban
944,442,Fuel,1579.665270949029,26,Debit Card,Local Vendors,Suburban
945,409,Online Shopping,762.5061736903338,2,Credit Card,Supermarket,Urban
946,448,Dining,244.05660665835617,13,Credit Card,Online Marketplace,Urban
947,35,Ride Sharing,467.3522849816842,17,UPI,Retail Store,Rural
948,445,Hotel Stay,1895.888313192422,20,UPI,Fuel Station,Urban
949,390,Dining,104.24181076869493,18,Cash,Online Marketplace,Suburban
950,239,Ride Sharing,1556.2197809814554,16,Cash,Luxury Goods,Rural
951,384,Dining,284.26720084199695,14,Cash,Local Vendors,Urban
952,413,Public Transport,1585.6950837088812,22,Debit Card,Retail Store,Rural
953,367,Ride Sharing,1719.8347969568679,26,Credit Card,Luxury Goods,Suburban
954,485,Groceries,1329.5817696586298,17,Debit Card,Luxury Goods,Urban
955,88,Hotel Stay,761.5013912007825,3,Credit Card,Supermarket,Suburban
956,498,Online Shopping,222.32368771260644,25,Debit Card,Local Vendors,Urban
957,399,Fuel,181.32991388119237,3,Credit Card,Luxury Goods,Suburban
958,114,Ride Sharing,1041.0799576479735,4,UPI,Supermarket,Rural
959,38,Electricity,813.0742815961859,23,Net Banking,Retail Store,Rural
960,493,Groceries,936.316757190152,25,UPI,Fuel Station,Suburban
961,5,Online Shopping,1628.3267089617648,6,Debit Card,Retail Store,Urban
962,422,Online Shopping,1070.3497399019261,1,Credit Card,Supermarket,Urban
963,479,Flights,1482.6806006779764,17,UPI,Retail Store,Urban
964,42,Ride Sharing,1443.2457694254092,22,Debit Card,Fuel Station,Urban
965,436,Online Shopping,1088.6229072159053,20,Debit Card,Supermarket,Urban
966,485,Online Shopping,1413.5951917190903,10,UPI,Supermarket,Suburban
967,132,Public Transport,1759.92800964475,20,Credit Card,Local Vendors,Rural
968,251,Electricity,774.2352034125419,9,Credit Card,Local Vendors,Suburban
969,157,Groceries,1666.9822592747344,22,Debit Card,Retail Store,Rural
970,321,Hotel Stay,102.30177962852761,8,Cash,Online Marketplace,Suburban
971,291,Ride Sharing,1728.5212287528575,14,UPI,Luxury Goods,Urban
972,383,Groceries,775.0913583501402,23,Cash,Luxury Goods,Suburban
973,355,Public Transport,17.80939774893346,18,Cash,Local Vendors,Urban
974,408,Electricity,783.0571238984613,12,Credit Card,Online Marketplace,Urban
975,5,Groceries,1687.8043146306395,16,Debit Card,Local Vendors,Suburban
976,65,Hotel Stay,1840.3444047736625,25,Debit Card,Local Vendors,Suburban
977,417,Groceries,675.196811792028,15,Net Banking,Supermarket,Rural
978,455,Online Shopping,832.9584059353868,8,Net Banking,Supermarket,Suburban
979,14,Electricity,723.0714383416642,9,Cash,Retail Store,Suburban
980,473,Fuel,1261.6577058359153,1,Cash,Supermarket,Suburban
981,108,Groceries,1934.9444456954902,23,UPI,Online Marketplace,Suburban
982,240,Fuel,961.8933154376795,22,UPI,Retail Store,Suburban
983,476,Flights,1607.1608993109933,9,Debit Card,Fuel Station,Rural
984,375,Fuel,189.76338800134263,1,Cash,Supermarket,Rural
985,99,Electricity,1249.748105449002,16,Net Banking,Luxury Goods,Urban
986,14,Online Shopping,778.7817766943966,20,UPI,Retail Store,Rural
987,27,Groceries,1425.5516394360618,25,Net Banking,Fuel Station,Rural
988,160,Dining,1788.4572934473747,11,Cash,Supermarket,Rural
989,488,Online Shopping,116.57616116514124,24,Credit Card,Online Marketplace,Rural
990,262,Online Shopping,1044.5609389914073,1,Debit Card,Retail Store,Rural
991,455,Hotel Stay,621.3955406522342,27,Debit Card,Luxury Goods,Urban
992,37,Ride Sharing,174.08003598776097,5,UPI,Online Marketplace,Rural
993,182,Fuel,736.2703469318925,26,UPI,Online Marketplace,Suburban
994,86,Fuel,876.5057894216148,28,Debit Card,Luxury Goods,Urban
995,118,Ride Sharing,1302.3652581724969,24,UPI,Fuel Station,Urban
996,414,Fuel,1723.4155000295777,1,Credit Card,Supermarket,Rural
997,211,Hotel Stay,1517.2732028503194,20,Cash,Luxury Goods,Urban
998,152,Fuel,1739.9140359572698,7,Debit Card,Retail Store,Urban
999,44,Online Shopping,1032.9536768403518,21,Credit Card,Retail Store,Rural
1000,161,Dining,395.00233433269636,19,Debit Card,Supermarket,Urban
1001,216,Hotel Stay,446.6688574994764,22,Cash,Supermarket,Suburban
1002,425,Ride Sharing,548.841069880731,22,Cash,Fuel Station,Rural
1003,311,Groceries,266.2730235985329,9,UPI,Supermarket,Rural
1004,148,Electricity,1807.794510932824,4,Credit Card,Local Vendors,Rural
1005,370,Flights,265.62288632946553,14,UPI,Supermarket,Rural
1006,330,Public Transport,1547.3323342416509,28,Cash,Fuel Station,Suburban
1007,393,Hotel Stay,1134.2345804528265,16,Credit Card,Luxury Goods,Rural
1008,414,Fuel,220.33839083857364,21,UPI,Luxury Goods,Rural
1009,289,Dining,1060.5213698272419,12,Cash,Fuel Station,Rural
1010,341,Hotel Stay,1213.0924185375873,26,UPI,Retail Store,Urban
1011,225,Online Shopping,1766.9897734030235,23,Cash,Supermarket,Suburban
1012,247,Dining,948.3625590985423,19,Net Banking,Fuel Station,Urban
1013,304,Fuel,716.6858803689346,21,Debit Card,Supermarket,Urban
1014,419,Public Transport,986.5246605182538,29,UPI,Fuel Station,Suburban
1015,133,Ride Sharing,221.25449708555786,7,Cash,Fuel Station,Urban
1016,47,Electricity,1312.33124557807,27,Credit Card,Luxury Goods,Urban
1017,109,Ride Sharing,157.38782178816174,12,UPI,Fuel Station,Suburban
1018,371,Groceries,1438.4828857674613,1,Credit Card,Supermarket,Urban
1019,408,Groceries,818.2109464919353,29,UPI,Luxury Goods,Suburban
1020,373,Dining,464.1280679318841,14,Net Banking,Luxury Goods,Suburban
1021,276,Flights,1352.2488354586374,9,UPI,Retail Store,Urban
1022,36,Fuel,847.5097974157356,5,Net Banking,Local Vendors,Rural
1023,61,Fuel,419.9349453037786,5,Cash,Luxury Goods,Urban
1024,309,Flights,421.07658872822725,22,Net Banking,Fuel Station,Rural
1025,427,Groceries,1461.9605398089475,7,Debit Card,Online Marketplace,Rural
1026,348,Fuel,228.27384136301936,28,UPI,Online Marketplace,Urban
1027,64,Hotel Stay,1110.2981623385572,15,Credit Card,Luxury Goods,Suburban
1028,353,Groceries,584.7284384736033,24,Credit Card,Supermarket,Rural
1029,265,Flights,1796.7243350677957,2,Credit Card,Retail Store,Suburban
1030,356,Dining,875.42692239858,1,Net Banking,Online Marketplace,Urban
1031,278,Flights,386.5589581888852,9,Credit Card,Retail Store,Urban
1032,416,Fuel,600.3610536305167,17,Cash,Local Vendors,Urban
1033,39,Online Shopping,376.8523801932765,27,UPI,Supermarket,Rural
1034,182,Fuel,1775.81270040597,9,Credit Card,Luxury Goods,Rural
1035,110,Ride Sharing,1803.5184944640948,15,Net Banking,Online Marketplace,Urban
1036,287,Public Transport,188.42514476323066,14,Credit Card,Fuel Station,Urban
1037,257,Ride Sharing,1554.7882245584606,24,Credit Card,Retail Store,Urban
1038,63,Ride Sharing,1653.2026473249591,23,Debit Card,Retail Store,Rural
1039,311,Online Shopping,1750.1005740507596,23,Net Banking,Retail Store,Rural
1040,48,Dining,579.5617411893221,7,Credit Card,Local Vendors,Suburban
1041,77,Groceries,745.2108653280677,5,Debit Card,Local Vendors,Urban
1042,219,Public Transport,123.01144590114225,13,Net Banking,Supermarket,Rural
1043,175,Groceries,188.73593206340675,5,Debit Card,Luxury Goods,Rural
1044,227,Public Transport,1239.5225654035794,6,Net Banking,Fuel Station,Rural
1045,135,Public Transport,1282.6037357556584,24,Debit Card,Fuel Station,Urban
1046,291,Public Transport,696.6209913204492,15,UPI,Online Marketplace,Urban
1047,427,Hotel Stay,1520.8633534827998,13,Cash,Online Marketplace,Rural
1048,424,Ride Sharing,553.7665134591589,19,Net Banking,Fuel Station,Urban
1049,475,Fuel,1139.0974887150674,25,Cash,Online Marketplace,Rural
1050,470,Groceries,1338.7093195291002,9,Debit Card,Fuel Station,Suburban
1051,340,Fuel,774.4303209830313,13,UPI,Local Vendors,Rural
1052,194,Online Shopping,1327.4404078742357,2,Credit Card,Retail Store,Urban
1053,195,Online Shopping,1550.1138771881551,21,Credit Card,Online Marketplace,Rural
1054,122,Flights,50.508150397024814,17,Credit Card,Luxury Goods,Urban
1055,400,Ride Sharing,1699.1468994340075,3,Credit Card,Supermarket,Suburban
1056,156,Public Transport,1163.7618215979974,7,Debit Card,Luxury Goods,Urban
1057,122,Ride Sharing,358.43256243423195,22,Net Banking,Local Vendors,Urban
1058,65,Flights,1681.803254836226,11,Debit Card,Online Marketplace,Rural
1059,70,Electricity,223.76365481750543,29,Cash,Retail Store,Suburban
1060,434,Public Transport,1216.3990603216591,4,Credit Card,Fuel Station,Urban
1061,462,Public Transport,1907.3472252701592,12,Debit Card,Luxury Goods,Rural
1062,241,Flights,29.278030537613077,23,Credit Card,Fuel Station,Rural
1063,264,Hotel Stay,48.78003512643461,16,Debit Card,Online Marketplace,Rural
1064,39,Electricity,1012.6154154033068,6,Credit Card,Fuel Station,Urban
1065,361,Groceries,1540.4790617045371,11,UPI,Retail Store,Urban
1066,160,Public Transport,1474.6951165486626,11,Debit Card,Luxury Goods,Rural
1067,443,Dining,1941.817555413945,20,Net Banking,Fuel Station,Urban
1068,354,Electricity,649.2764832376822,21,UPI,Luxury Goods,Rural
1069,280,Online Shopping,944.8120389804354,23,UPI,Retail Store,Urban
1070,322,Ride Sharing,1001.9023013205191,19,Debit Card,Online Marketplace,Urban
1071,19,Flights,191.65269731634015,23,Debit Card,Luxury Goods,Suburban
1072,336,Ride Sharing,96.78423776979284,22,Cash,Supermarket,Urban
1073,488,Dining,1761.5057352889708,12,Debit Card,Retail Store,Suburban
1074,254,Ride Sharing,702.7101492459832,7,Debit Card,Retail Store,Urban
1075,179,Dining,1436.5890964880698,20,Credit Card,Retail Store,Urban
1076,410,Flights,247.01941544651345,17,Cash,Local Vendors,Urban
1077,408,Ride Sharing,1115.5490613295024,5,UPI,Fuel Station,Suburban
1078,143,Groceries,158.19783975449525,20,Debit Card,Fuel Station,Urban
1079,105,Public Transport,610.2748669538042,5,Debit Card,Fuel Station,Urban
1080,336,Hotel Stay,490.00120712755967,24,UPI,Luxury Goods,Urban
1081,129,Online Shopping,1760.4145537524146,27,Net Banking,Online Marketplace,Rural
1082,121,Flights,1628.8327422903678,12,Net Banking,Local Vendors,Urban
1083,245,Ride Sharing,1845.2175304139641,16,UPI,Supermarket,Urban
1084,13,Online Shopping,282.21544149333994,17,UPI,Luxury Goods,Suburban
1085,274,Fuel,298.88104977545987,27,Debit Card,Retail Store,Suburban
1086,425,Dining,713.920400188301,9,Debit Card,Fuel Station,Rural
1087,250,Electricity,1627.461048264168,28,Net Banking,Local Vendors,Suburban
1088,499,Electricity,1599.0250736700852,1,Credit Card,Retail Store,Suburban
1089,224,Fuel,1196.084514097594,15,Cash,Local Vendors,Urban
1090,258,Fuel,445.8906127484014,27,UPI,Online Marketplace,Suburban
1091,243,Hotel Stay,506.16464590883214,9,Net Banking,Fuel Station,Urban
1092,353,Electricity,996.0739415347249,4,UPI,Local Vendors,Suburban
1093,179,Hotel Stay,631.000159128775,19,Cash,Fuel Station,Rural
1094,457,Groceries,77.1595639037752,17,Debit Card,Fuel Station,Urban
1095,252,Electricity,1509.0074272740007,11,Debit Card,Fuel Station,Urban
1096,352,Ride Sharing,345.37666605103203,12,Net Banking,Retail Store,Urban
1097,327,Online Shopping,1428.3208230586922,15,UPI,Fuel Station,Urban
1098,208,Public Transport,815.6312137726949,18,Cash,Retail Store,Rural
1099,324,Public Transport,928.0866145884523,4,Debit Card,Retail Store,Suburban
1100,417,Ride Sharing,1766.822097981675,4,Net Banking,Luxury Goods,Urban
1101,377,Flights,1315.351815595639,12,Cash,Retail Store,Suburban
1102,321,Groceries,1890.1956331416698,14,Debit Card,Fuel Station,Urban
1103,429,Hotel Stay,501.2821479736549,22,Debit Card,Online Marketplace,Suburban
1104,423,Online Shopping,510.4057728202437,22,UPI,Supermarket,Urban
1105,100,Public Transport,1784.7157360374792,26,Debit Card,Luxury Goods,Rural
1106,219,Public Transport,694.6259246950416,7,Cash,Supermarket,Urban
1107,406,Online Shopping,457.4332702443116,27,UPI,Online Marketplace,Rural
1108,326,Online Shopping,1339.1632951533663,25,Cash,Fuel Station,Suburban
1109,430,Public Transport,1634.8300187452387,26,Credit Card,Local Vendors,Urban
1110,437,Public Transport,1545.7841974755322,18,Debit Card,Online Marketplace,Rural
1111,360,Public Transport,154.232527866396,27,Cash,Luxury Goods,Suburban
1112,201,Flights,1610.9099643691459,15,Credit Card,Local Vendors,Rural
1113,263,Dining,807.3082724758046,1,Debit Card,Fuel Station,Rural
1114,241,Dining,188.1557870117653,7,UPI,Retail Store,Suburban
1115,485,Public Transport,1487.1929858524434,15,UPI,Supermarket,Suburban
1116,350,Fuel,1462.4740425245843,26,Net Banking,Supermarket,Suburban
1117,441,Fuel,1764.6443929932134,1,Credit Card,Retail Store,Rural
1118,319,Public Transport,1496.5417356846608,8,UPI,Fuel Station,Rural
1119,460,Public Transport,1740.2787812567435,15,Credit Card,Online Marketplace,Suburban
1120,425,Flights,479.89345779745065,7,Net Banking,Local Vendors,Rural
1121,269,Ride Sharing,873.1280626109506,20,UPI,Online Marketplace,Urban
1122,229,Groceries,571.7008178845886,10,Debit Card,Retail Store,Rural
1123,156,Public Transport,25.972028940483373,1,Credit Card,Fuel Station,Rural
1124,223,Flights,1298.0852907733363,25,Debit Card,Fuel Station,Suburban
1125,179,Hotel Stay,987.4209371401487,14,Cash,Retail Store,Suburban
1126,278,Dining,1746.9660256449074,2,Credit Card,Luxury Goods,Urban
1127,365,Ride Sharing,901.3342931410452,25,Credit Card,Supermarket,Urban
1128,354,Public Transport,1931.2987761051559,3,Cash,Fuel Station,Urban
1129,464,Groceries,740.3620333868164,6,Cash,Luxury Goods,Urban
1130,290,Hotel Stay,1066.1533390839304,7,UPI,Fuel Station,Urban
1131,262,Dining,1097.3082347130644,17,Net Banking,Luxury Goods,Rural
1132,362,Hotel Stay,1117.740393953421,14,UPI,Retail Store,Suburban
1133,395,Ride Sharing,1921.9236098967988,24,UPI,Retail Store,Rural
1134,246,Ride Sharing,599.0884148484606,24,Debit Card,Local Vendors,Suburban
1135,188,Dining,538.7796434204402,6,UPI,Online Marketplace,Suburban
1136,423,Fuel,1909.2277194233804,1,Debit Card,Supermarket,Urban
1137,73,Dining,802.3862850519146,7,Debit Card,Luxury Goods,Urban
1138,70,Hotel Stay,744.3662555341657,13,Net Banking,Online Marketplace,Suburban
1139,240,Public Transport,1081.6667268624713,1,Net Banking,Retail Store,Urban
1140,438,Flights,862.5730536514592,15,UPI,Luxury Goods,Rural
1141,270,Electricity,760.4787728640238,15,Cash,Luxury Goods,Urban
1142,275,Public Transport,42.2352759538391,23,Credit Card,Local Vendors,Urban
1143,42,Electricity,1596.5917831136135,15,Cash,Luxury Goods,Suburban
1144,145,Public Transport,449.6893205093414,1,Debit Card,Retail Store,Suburban
1145,128,Flights,622.8214808397579,6,Debit Card,Retail Store,Urban
1146,285,Online Shopping,1202.1051065002116,17,Cash,Local Vendors,Rural
1147,243,Ride Sharing,1831.329714694516,3,Net Banking,Supermarket,Urban
